"date","age_group","deaths_boost_vac_rate_7ma","deaths_full_vac_rate_7ma","deaths_not_full_vac_rate_7ma"
2021-10-08,"5-11yrs",0.00,0.00,0.00
2021-10-08,"12-17yrs",0.00,0.00,0.00
2021-10-08,"18-39yrs",0.00,0.00,0.01
2021-10-08,"40-59yrs",0.00,0.00,0.14
2021-10-08,"60+",0.00,0.04,0.81
2021-10-08,"ALL",0.00,0.01,0.07
2021-10-09,"0-4yrs",0.00,0.00,0.00
2021-10-09,"5-11yrs",0.00,0.00,0.00
2021-10-09,"12-17yrs",0.00,0.00,0.00
2021-10-09,"18-39yrs",0.00,0.00,0.01
2021-10-09,"40-59yrs",0.00,0.00,0.12
2021-10-09,"60+",0.00,0.03,0.94
2021-10-09,"ALL",0.00,0.01,0.08
2021-10-10,"0-4yrs",0.00,0.00,0.00
2021-10-10,"5-11yrs",0.00,0.00,0.00
2021-10-10,"12-17yrs",0.00,0.00,0.00
2021-10-10,"18-39yrs",0.00,0.00,0.00
2021-10-10,"40-59yrs",0.00,0.00,0.14
2021-10-10,"60+",0.00,0.03,1.18
2021-10-10,"ALL",0.00,0.01,0.09
2021-10-11,"0-4yrs",0.00,0.00,0.00
2021-10-11,"5-11yrs",0.00,0.00,0.00
2021-10-11,"12-17yrs",0.00,0.00,0.00
2021-10-11,"18-39yrs",0.00,0.00,0.01
2021-10-11,"40-59yrs",0.00,0.00,0.15
2021-10-11,"60+",0.00,0.02,1.06
2021-10-11,"ALL",0.00,0.01,0.09
2021-10-12,"0-4yrs",0.00,0.00,0.00
2021-10-12,"5-11yrs",0.00,0.00,0.00
2021-10-12,"12-17yrs",0.00,0.00,0.00
2021-10-12,"18-39yrs",0.00,0.00,0.01
2021-10-12,"40-59yrs",0.00,0.00,0.10
2021-10-12,"60+",0.00,0.02,1.01
2021-10-12,"ALL",0.00,0.01,0.08
2021-10-13,"0-4yrs",0.00,0.00,0.00
2021-10-13,"5-11yrs",0.00,0.00,0.00
2021-10-13,"12-17yrs",0.00,0.00,0.00
2021-10-13,"18-39yrs",0.00,0.00,0.01
2021-10-13,"40-59yrs",0.00,0.00,0.08
2021-10-13,"60+",0.00,0.02,1.08
2021-10-13,"ALL",0.00,0.01,0.08
2021-10-14,"0-4yrs",0.00,0.00,0.00
2021-10-14,"5-11yrs",0.00,0.00,0.00
2021-10-14,"12-17yrs",0.00,0.00,0.00
2021-10-14,"18-39yrs",0.00,0.00,0.01
2021-10-14,"40-59yrs",0.00,0.00,0.09
2021-10-14,"60+",0.19,0.01,1.02
2021-10-14,"ALL",0.15,0.00,0.07
2021-10-15,"0-4yrs",0.00,0.00,0.00
2021-10-15,"5-11yrs",0.00,0.00,0.00
2021-10-15,"12-17yrs",0.00,0.00,0.00
2021-10-15,"18-39yrs",0.00,0.00,0.01
2021-10-15,"40-59yrs",0.00,0.00,0.06
2021-10-15,"60+",0.19,0.01,0.97
2021-10-15,"ALL",0.15,0.00,0.07
2021-10-16,"0-4yrs",0.00,0.00,0.00
2021-10-16,"5-11yrs",0.00,0.00,0.00
2021-10-16,"12-17yrs",0.00,0.00,0.00
2021-10-16,"18-39yrs",0.00,0.00,0.01
2021-10-16,"40-59yrs",0.00,0.00,0.06
2021-10-16,"60+",0.19,0.01,0.86
2021-10-16,"ALL",0.15,0.00,0.06
2021-10-17,"0-4yrs",0.00,0.00,0.00
2021-10-17,"5-11yrs",0.00,0.00,0.00
2021-10-17,"12-17yrs",0.00,0.00,0.00
2021-10-17,"18-39yrs",0.00,0.00,0.01
2021-10-17,"40-59yrs",0.00,0.00,0.04
2021-10-17,"60+",0.19,0.01,0.74
2021-10-17,"ALL",0.15,0.00,0.05
2021-10-18,"0-4yrs",0.00,0.00,0.00
2021-10-18,"5-11yrs",0.00,0.00,0.00
2021-10-18,"12-17yrs",0.00,0.00,0.00
2021-10-18,"18-39yrs",0.00,0.00,0.00
2021-10-18,"40-59yrs",0.00,0.00,0.02
2021-10-18,"60+",0.19,0.02,0.74
2021-10-18,"ALL",0.15,0.01,0.04
2021-10-19,"0-4yrs",0.00,0.00,0.00
2021-10-19,"5-11yrs",0.00,0.00,0.00
2021-10-19,"12-17yrs",0.00,0.00,0.00
2021-10-19,"18-39yrs",0.00,0.00,0.00
2021-10-19,"40-59yrs",0.00,0.00,0.04
2021-10-19,"60+",0.19,0.03,0.81
2021-10-19,"ALL",0.15,0.01,0.05
2021-10-20,"0-4yrs",0.00,0.00,0.00
2021-10-20,"5-11yrs",0.00,0.00,0.00
2021-10-20,"12-17yrs",0.00,0.00,0.00
2021-10-20,"18-39yrs",0.00,0.00,0.01
2021-10-20,"40-59yrs",0.00,0.00,0.07
2021-10-20,"60+",0.35,0.03,0.69
2021-10-20,"ALL",0.28,0.01,0.05
2021-10-21,"0-4yrs",0.00,0.00,0.00
2021-10-21,"5-11yrs",0.00,0.00,0.00
2021-10-21,"12-17yrs",0.00,0.00,0.00
2021-10-21,"18-39yrs",0.00,0.00,0.03
2021-10-21,"40-59yrs",0.00,0.00,0.05
2021-10-21,"60+",0.17,0.03,0.83
2021-10-21,"ALL",0.13,0.01,0.06
2021-10-22,"0-4yrs",0.00,0.00,0.00
2021-10-22,"5-11yrs",0.00,0.00,0.00
2021-10-22,"12-17yrs",0.00,0.00,0.00
2021-10-22,"18-39yrs",0.00,0.00,0.04
2021-10-22,"40-59yrs",0.00,0.00,0.07
2021-10-22,"60+",0.17,0.03,1.09
2021-10-22,"ALL",0.13,0.01,0.09
2021-10-23,"0-4yrs",0.00,0.00,0.00
2021-10-23,"5-11yrs",0.00,0.00,0.00
2021-10-23,"12-17yrs",0.00,0.00,0.00
2021-10-23,"18-39yrs",0.00,0.00,0.04
2021-10-23,"40-59yrs",0.00,0.00,0.07
2021-10-23,"60+",0.17,0.04,1.03
2021-10-23,"ALL",0.13,0.01,0.08
2021-10-24,"0-4yrs",0.00,0.00,0.00
2021-10-24,"5-11yrs",0.00,0.00,0.00
2021-10-24,"12-17yrs",0.00,0.00,0.00
2021-10-24,"18-39yrs",0.00,0.00,0.04
2021-10-24,"40-59yrs",0.00,0.00,0.07
2021-10-24,"60+",0.17,0.04,0.97
2021-10-24,"ALL",0.13,0.01,0.08
2021-10-25,"0-4yrs",0.00,0.00,0.00
2021-10-25,"5-11yrs",0.00,0.00,0.00
2021-10-25,"12-17yrs",0.00,0.00,0.00
2021-10-25,"18-39yrs",0.00,0.00,0.04
2021-10-25,"40-59yrs",0.00,0.00,0.09
2021-10-25,"60+",0.17,0.04,1.11
2021-10-25,"ALL",0.13,0.01,0.09
2021-10-26,"0-4yrs",0.00,0.00,0.00
2021-10-26,"5-11yrs",0.00,0.00,0.00
2021-10-26,"12-17yrs",0.00,0.00,0.00
2021-10-26,"18-39yrs",0.00,0.00,0.04
2021-10-26,"40-59yrs",0.00,0.00,0.07
2021-10-26,"60+",0.17,0.05,1.05
2021-10-26,"ALL",0.13,0.02,0.08
2021-10-27,"0-4yrs",0.00,0.00,0.00
2021-10-27,"5-11yrs",0.00,0.00,0.00
2021-10-27,"12-17yrs",0.00,0.00,0.00
2021-10-27,"18-39yrs",0.00,0.00,0.04
2021-10-27,"40-59yrs",0.00,0.00,0.05
2021-10-27,"60+",0.00,0.05,1.05
2021-10-27,"ALL",0.00,0.02,0.08
2021-10-28,"0-4yrs",0.00,0.00,0.00
2021-10-28,"5-11yrs",0.00,0.00,0.00
2021-10-28,"12-17yrs",0.00,0.00,0.00
2021-10-28,"18-39yrs",0.00,0.00,0.03
2021-10-28,"40-59yrs",0.00,0.00,0.05
2021-10-28,"60+",0.00,0.04,0.79
2021-10-28,"ALL",0.00,0.01,0.06
2021-10-29,"0-4yrs",0.00,0.00,0.00
2021-10-29,"5-11yrs",0.00,0.00,0.00
2021-10-29,"12-17yrs",0.00,0.00,0.00
2021-10-29,"18-39yrs",0.00,0.00,0.01
2021-10-29,"40-59yrs",0.00,0.00,0.05
2021-10-29,"60+",0.00,0.04,0.60
2021-10-29,"ALL",0.00,0.01,0.05
2021-10-30,"0-4yrs",0.00,0.00,0.00
2021-10-30,"5-11yrs",0.00,0.00,0.00
2021-10-30,"12-17yrs",0.00,0.00,0.00
2021-10-30,"18-39yrs",0.00,0.00,0.01
2021-10-30,"40-59yrs",0.00,0.00,0.07
2021-10-30,"60+",0.00,0.03,0.67
2021-10-30,"ALL",0.00,0.01,0.05
2021-10-31,"0-4yrs",0.00,0.00,0.00
2021-10-31,"5-11yrs",0.00,0.00,0.00
2021-10-31,"12-17yrs",0.00,0.00,0.00
2021-10-31,"18-39yrs",0.00,0.00,0.01
2021-10-31,"40-59yrs",0.00,0.00,0.10
2021-10-31,"60+",0.00,0.03,0.88
2021-10-31,"ALL",0.00,0.01,0.07
2021-11-01,"0-4yrs",0.00,0.00,0.00
2021-11-01,"5-11yrs",0.00,0.00,0.00
2021-11-01,"12-17yrs",0.00,0.00,0.00
2021-11-01,"18-39yrs",0.00,0.00,0.01
2021-11-01,"40-59yrs",0.00,0.00,0.07
2021-11-01,"60+",0.00,0.02,0.82
2021-11-01,"ALL",0.00,0.01,0.06
2021-11-02,"0-4yrs",0.00,0.00,0.00
2021-11-02,"5-11yrs",0.00,0.00,0.00
2021-11-02,"12-17yrs",0.00,0.00,0.00
2021-11-02,"18-39yrs",0.00,0.00,0.01
2021-11-02,"40-59yrs",0.00,0.00,0.07
2021-11-02,"60+",0.00,0.03,0.82
2021-11-02,"ALL",0.00,0.01,0.06
2021-11-03,"0-4yrs",0.00,0.00,0.00
2021-11-03,"5-11yrs",0.00,0.00,0.00
2021-11-03,"12-17yrs",0.00,0.00,0.00
2021-11-03,"18-39yrs",0.00,0.00,0.00
2021-11-03,"40-59yrs",0.00,0.00,0.07
2021-11-03,"60+",0.00,0.03,0.97
2021-11-03,"ALL",0.00,0.01,0.06
2021-11-04,"0-4yrs",0.00,0.00,0.00
2021-11-04,"5-11yrs",0.00,0.00,0.00
2021-11-04,"12-17yrs",0.00,0.00,0.00
2021-11-04,"18-39yrs",0.00,0.00,0.00
2021-11-04,"40-59yrs",0.00,0.00,0.07
2021-11-04,"60+",0.00,0.04,0.97
2021-11-04,"ALL",0.00,0.01,0.06
2021-11-05,"0-4yrs",0.00,0.00,0.00
2021-11-05,"5-11yrs",0.00,0.00,0.00
2021-11-05,"12-17yrs",0.00,0.00,0.00
2021-11-05,"18-39yrs",0.00,0.00,0.00
2021-11-05,"40-59yrs",0.00,0.00,0.07
2021-11-05,"60+",0.00,0.04,0.98
2021-11-05,"ALL",0.00,0.01,0.06
2021-11-06,"0-4yrs",0.00,0.00,0.00
2021-11-06,"5-11yrs",0.00,0.00,0.00
2021-11-06,"12-17yrs",0.00,0.00,0.00
2021-11-06,"18-39yrs",0.00,0.00,0.02
2021-11-06,"40-59yrs",0.00,0.00,0.05
2021-11-06,"60+",0.00,0.05,0.91
2021-11-06,"ALL",0.00,0.02,0.06
2021-11-07,"0-4yrs",0.00,0.00,0.00
2021-11-07,"5-11yrs",0.00,0.00,0.00
2021-11-07,"12-17yrs",0.00,0.00,0.00
2021-11-07,"18-39yrs",0.00,0.00,0.02
2021-11-07,"40-59yrs",0.00,0.00,0.02
2021-11-07,"60+",0.00,0.06,0.78
2021-11-07,"ALL",0.00,0.02,0.05
2021-11-08,"0-4yrs",0.00,0.00,0.00
2021-11-08,"5-11yrs",0.00,0.00,0.00
2021-11-08,"12-17yrs",0.00,0.00,0.00
2021-11-08,"18-39yrs",0.00,0.00,0.02
2021-11-08,"40-59yrs",0.00,0.00,0.07
2021-11-08,"60+",0.00,0.06,0.64
2021-11-08,"ALL",0.00,0.02,0.05
2021-11-09,"0-4yrs",0.00,0.00,0.00
2021-11-09,"5-11yrs",0.00,0.00,0.00
2021-11-09,"12-17yrs",0.00,0.00,0.00
2021-11-09,"18-39yrs",0.00,0.00,0.02
2021-11-09,"40-59yrs",0.00,0.00,0.07
2021-11-09,"60+",0.12,0.06,0.72
2021-11-09,"ALL",0.10,0.02,0.05
2021-11-10,"0-4yrs",0.00,0.00,0.00
2021-11-10,"5-11yrs",0.00,0.00,0.00
2021-11-10,"12-17yrs",0.00,0.00,0.00
2021-11-10,"18-39yrs",0.00,0.00,0.02
2021-11-10,"40-59yrs",0.00,0.00,0.07
2021-11-10,"60+",0.12,0.06,0.58
2021-11-10,"ALL",0.10,0.02,0.04
2021-11-11,"0-4yrs",0.00,0.00,0.00
2021-11-11,"5-11yrs",0.00,0.00,0.00
2021-11-11,"12-17yrs",0.00,0.00,0.00
2021-11-11,"18-39yrs",0.00,0.00,0.03
2021-11-11,"40-59yrs",0.00,0.00,0.07
2021-11-11,"60+",0.12,0.06,0.65
2021-11-11,"ALL",0.10,0.02,0.05
2021-11-12,"0-4yrs",0.00,0.00,0.00
2021-11-12,"5-11yrs",0.00,0.00,0.00
2021-11-12,"12-17yrs",0.00,0.00,0.00
2021-11-12,"18-39yrs",0.00,0.00,0.03
2021-11-12,"40-59yrs",0.00,0.00,0.05
2021-11-12,"60+",0.12,0.06,0.81
2021-11-12,"ALL",0.10,0.02,0.06
2021-11-13,"0-4yrs",0.00,0.00,0.00
2021-11-13,"5-11yrs",0.00,0.00,0.00
2021-11-13,"12-17yrs",0.00,0.00,0.00
2021-11-13,"18-39yrs",0.00,0.00,0.02
2021-11-13,"40-59yrs",0.00,0.00,0.05
2021-11-13,"60+",0.12,0.05,1.19
2021-11-13,"ALL",0.10,0.02,0.07
2021-11-14,"0-4yrs",0.00,0.00,0.00
2021-11-14,"5-11yrs",0.00,0.00,0.00
2021-11-14,"12-17yrs",0.00,0.00,0.00
2021-11-14,"18-39yrs",0.00,0.00,0.02
2021-11-14,"40-59yrs",0.00,0.00,0.05
2021-11-14,"60+",0.12,0.05,1.19
2021-11-14,"ALL",0.10,0.02,0.07
2021-11-15,"0-4yrs",0.00,0.00,0.00
2021-11-15,"5-11yrs",0.00,0.00,0.00
2021-11-15,"12-17yrs",0.00,0.00,0.00
2021-11-15,"18-39yrs",0.00,0.00,0.02
2021-11-15,"40-59yrs",0.00,0.00,0.03
2021-11-15,"60+",0.12,0.04,1.19
2021-11-15,"ALL",0.10,0.01,0.07
2021-11-16,"0-4yrs",0.00,0.00,0.00
2021-11-16,"5-11yrs",0.00,0.00,0.00
2021-11-16,"12-17yrs",0.00,0.00,0.00
2021-11-16,"18-39yrs",0.00,0.00,0.02
2021-11-16,"40-59yrs",0.00,0.00,0.03
2021-11-16,"60+",0.00,0.04,1.20
2021-11-16,"ALL",0.00,0.01,0.07
2021-11-17,"0-4yrs",0.00,0.00,0.00
2021-11-17,"5-11yrs",0.00,0.00,0.00
2021-11-17,"12-17yrs",0.00,0.00,0.07
2021-11-17,"18-39yrs",0.00,0.00,0.02
2021-11-17,"40-59yrs",0.00,0.00,0.03
2021-11-17,"60+",0.00,0.05,1.36
2021-11-17,"ALL",0.00,0.02,0.08
2021-11-18,"0-4yrs",0.00,0.00,0.00
2021-11-18,"5-11yrs",0.00,0.00,0.00
2021-11-18,"12-17yrs",0.00,0.00,0.07
2021-11-18,"18-39yrs",0.00,0.00,0.00
2021-11-18,"40-59yrs",0.00,0.00,0.05
2021-11-18,"60+",0.00,0.05,1.36
2021-11-18,"ALL",0.00,0.02,0.09
2021-11-19,"0-4yrs",0.00,0.00,0.00
2021-11-19,"5-11yrs",0.00,0.00,0.00
2021-11-19,"12-17yrs",0.00,0.00,0.07
2021-11-19,"18-39yrs",0.00,0.00,0.00
2021-11-19,"40-59yrs",0.00,0.00,0.05
2021-11-19,"60+",0.00,0.05,1.22
2021-11-19,"ALL",0.00,0.02,0.08
2021-11-20,"0-4yrs",0.00,0.00,0.00
2021-11-20,"5-11yrs",0.00,0.00,0.00
2021-11-20,"12-17yrs",0.00,0.00,0.07
2021-11-20,"18-39yrs",0.00,0.00,0.00
2021-11-20,"40-59yrs",0.00,0.00,0.05
2021-11-20,"60+",0.00,0.06,1.08
2021-11-20,"ALL",0.00,0.02,0.07
2021-11-21,"0-4yrs",0.00,0.00,0.00
2021-11-21,"5-11yrs",0.00,0.00,0.00
2021-11-21,"12-17yrs",0.00,0.00,0.07
2021-11-21,"18-39yrs",0.00,0.00,0.00
2021-11-21,"40-59yrs",0.00,0.00,0.10
2021-11-21,"60+",0.00,0.05,1.32
2021-11-21,"ALL",0.00,0.02,0.09
2021-11-22,"0-4yrs",0.00,0.00,0.00
2021-11-22,"5-11yrs",0.00,0.00,0.00
2021-11-22,"12-17yrs",0.00,0.00,0.07
2021-11-22,"18-39yrs",0.00,0.00,0.00
2021-11-22,"40-59yrs",0.00,0.00,0.08
2021-11-22,"60+",0.00,0.05,1.40
2021-11-22,"ALL",0.00,0.02,0.09
2021-11-23,"0-4yrs",0.00,0.00,0.00
2021-11-23,"5-11yrs",0.00,0.00,0.00
2021-11-23,"12-17yrs",0.00,0.00,0.07
2021-11-23,"18-39yrs",0.00,0.00,0.00
2021-11-23,"40-59yrs",0.00,0.00,0.08
2021-11-23,"60+",0.00,0.06,1.33
2021-11-23,"ALL",0.00,0.02,0.09
2021-11-24,"0-4yrs",0.00,0.00,0.00
2021-11-24,"5-11yrs",0.00,0.00,0.00
2021-11-24,"12-17yrs",0.00,0.00,0.00
2021-11-24,"18-39yrs",0.00,0.00,0.00
2021-11-24,"40-59yrs",0.00,0.00,0.11
2021-11-24,"60+",0.00,0.05,1.26
2021-11-24,"ALL",0.00,0.02,0.08
2021-11-25,"0-4yrs",0.00,0.00,0.00
2021-11-25,"5-11yrs",0.00,0.00,0.00
2021-11-25,"12-17yrs",0.00,0.00,0.00
2021-11-25,"18-39yrs",0.00,0.00,0.00
2021-11-25,"40-59yrs",0.00,0.00,0.13
2021-11-25,"60+",0.00,0.05,1.34
2021-11-25,"ALL",0.00,0.02,0.09
2021-11-26,"0-4yrs",0.00,0.00,0.00
2021-11-26,"5-11yrs",0.00,0.00,0.00
2021-11-26,"12-17yrs",0.00,0.00,0.00
2021-11-26,"18-39yrs",0.00,0.00,0.00
2021-11-26,"40-59yrs",0.00,0.00,0.13
2021-11-26,"60+",0.00,0.04,1.26
2021-11-26,"ALL",0.00,0.01,0.09
2021-11-27,"0-4yrs",0.00,0.00,0.00
2021-11-27,"5-11yrs",0.00,0.00,0.00
2021-11-27,"12-17yrs",0.00,0.00,0.00
2021-11-27,"18-39yrs",0.00,0.00,0.00
2021-11-27,"40-59yrs",0.00,0.00,0.13
2021-11-27,"60+",0.00,0.03,1.11
2021-11-27,"ALL",0.00,0.01,0.08
2021-11-28,"0-4yrs",0.00,0.00,0.00
2021-11-28,"5-11yrs",0.00,0.00,0.00
2021-11-28,"12-17yrs",0.00,0.00,0.00
2021-11-28,"18-39yrs",0.00,0.00,0.00
2021-11-28,"40-59yrs",0.00,0.00,0.11
2021-11-28,"60+",0.00,0.04,0.72
2021-11-28,"ALL",0.00,0.02,0.05
2021-11-29,"0-4yrs",0.00,0.00,0.00
2021-11-29,"5-11yrs",0.00,0.00,0.00
2021-11-29,"12-17yrs",0.00,0.00,0.00
2021-11-29,"18-39yrs",0.00,0.00,0.02
2021-11-29,"40-59yrs",0.00,0.00,0.14
2021-11-29,"60+",0.07,0.04,0.72
2021-11-29,"ALL",0.05,0.01,0.06
2021-11-30,"0-4yrs",0.00,0.00,0.00
2021-11-30,"5-11yrs",0.00,0.00,0.00
2021-11-30,"12-17yrs",0.00,0.00,0.00
2021-11-30,"18-39yrs",0.00,0.00,0.03
2021-11-30,"40-59yrs",0.00,0.00,0.16
2021-11-30,"60+",0.07,0.03,0.73
2021-11-30,"ALL",0.05,0.01,0.07
2021-12-01,"0-4yrs",0.00,0.00,0.00
2021-12-01,"5-11yrs",0.00,0.00,0.00
2021-12-01,"12-17yrs",0.00,0.00,0.00
2021-12-01,"18-39yrs",0.00,0.00,0.03
2021-12-01,"40-59yrs",0.00,0.00,0.16
2021-12-01,"60+",0.14,0.03,0.90
2021-12-01,"ALL",0.09,0.01,0.08
2021-12-02,"0-4yrs",0.00,0.00,0.00
2021-12-02,"5-11yrs",0.00,0.00,0.00
2021-12-02,"12-17yrs",0.00,0.00,0.00
2021-12-02,"18-39yrs",0.00,0.00,0.03
2021-12-02,"40-59yrs",0.00,0.00,0.11
2021-12-02,"60+",0.14,0.03,0.90
2021-12-02,"ALL",0.09,0.01,0.07
2021-12-03,"0-4yrs",0.00,0.00,0.00
2021-12-03,"5-11yrs",0.00,0.00,0.00
2021-12-03,"12-17yrs",0.00,0.00,0.00
2021-12-03,"18-39yrs",0.00,0.00,0.03
2021-12-03,"40-59yrs",0.00,0.00,0.11
2021-12-03,"60+",0.14,0.04,0.99
2021-12-03,"ALL",0.09,0.02,0.08
2021-12-04,"0-4yrs",0.00,0.00,0.00
2021-12-04,"5-11yrs",0.00,0.00,0.00
2021-12-04,"12-17yrs",0.00,0.00,0.00
2021-12-04,"18-39yrs",0.00,0.00,0.03
2021-12-04,"40-59yrs",0.00,0.00,0.16
2021-12-04,"60+",0.19,0.04,1.00
2021-12-04,"ALL",0.13,0.01,0.08
2021-12-05,"0-4yrs",0.00,0.00,0.00
2021-12-05,"5-11yrs",0.00,0.00,0.00
2021-12-05,"12-17yrs",0.00,0.00,0.00
2021-12-05,"18-39yrs",0.00,0.00,0.05
2021-12-05,"40-59yrs",0.00,0.00,0.17
2021-12-05,"60+",0.19,0.04,1.25
2021-12-05,"ALL",0.13,0.01,0.10
2021-12-06,"0-4yrs",0.00,0.00,0.00
2021-12-06,"5-11yrs",0.00,0.00,0.00
2021-12-06,"12-17yrs",0.00,0.00,0.00
2021-12-06,"18-39yrs",0.00,0.00,0.04
2021-12-06,"40-59yrs",0.00,0.00,0.17
2021-12-06,"60+",0.12,0.05,1.59
2021-12-06,"ALL",0.08,0.02,0.11
2021-12-07,"0-4yrs",0.00,0.00,0.00
2021-12-07,"5-11yrs",0.00,0.00,0.00
2021-12-07,"12-17yrs",0.00,0.00,0.00
2021-12-07,"18-39yrs",0.00,0.00,0.02
2021-12-07,"40-59yrs",0.00,0.01,0.17
2021-12-07,"60+",0.12,0.04,1.85
2021-12-07,"ALL",0.08,0.02,0.12
2021-12-08,"0-4yrs",0.00,0.00,0.00
2021-12-08,"5-11yrs",0.00,0.00,0.00
2021-12-08,"12-17yrs",0.00,0.00,0.00
2021-12-08,"18-39yrs",0.00,0.00,0.02
2021-12-08,"40-59yrs",0.00,0.01,0.17
2021-12-08,"60+",0.06,0.04,1.77
2021-12-08,"ALL",0.04,0.02,0.12
2021-12-09,"0-4yrs",0.00,0.00,0.00
2021-12-09,"5-11yrs",0.00,0.00,0.00
2021-12-09,"12-17yrs",0.00,0.00,0.00
2021-12-09,"18-39yrs",0.00,0.00,0.02
2021-12-09,"40-59yrs",0.00,0.01,0.23
2021-12-09,"60+",0.14,0.05,1.69
2021-12-09,"ALL",0.09,0.02,0.12
2021-12-10,"0-4yrs",0.00,0.00,0.00
2021-12-10,"5-11yrs",0.00,0.00,0.00
2021-12-10,"12-17yrs",0.00,0.00,0.00
2021-12-10,"18-39yrs",0.00,0.00,0.02
2021-12-10,"40-59yrs",0.00,0.01,0.23
2021-12-10,"60+",0.14,0.05,1.61
2021-12-10,"ALL",0.09,0.02,0.12
2021-12-11,"0-4yrs",0.00,0.00,0.00
2021-12-11,"5-11yrs",0.00,0.00,0.00
2021-12-11,"12-17yrs",0.00,0.00,0.00
2021-12-11,"18-39yrs",0.00,0.00,0.09
2021-12-11,"40-59yrs",0.00,0.01,0.17
2021-12-11,"60+",0.09,0.07,1.62
2021-12-11,"ALL",0.06,0.03,0.13
2021-12-12,"0-4yrs",0.00,0.00,0.00
2021-12-12,"5-11yrs",0.00,0.00,0.00
2021-12-12,"12-17yrs",0.00,0.00,0.00
2021-12-12,"18-39yrs",0.00,0.00,0.07
2021-12-12,"40-59yrs",0.00,0.01,0.17
2021-12-12,"60+",0.12,0.07,1.45
2021-12-12,"ALL",0.08,0.02,0.11
2021-12-13,"0-4yrs",0.00,0.00,0.00
2021-12-13,"5-11yrs",0.00,0.00,0.00
2021-12-13,"12-17yrs",0.00,0.00,0.00
2021-12-13,"18-39yrs",0.00,0.00,0.09
2021-12-13,"40-59yrs",0.00,0.00,0.14
2021-12-13,"60+",0.12,0.06,1.12
2021-12-13,"ALL",0.08,0.02,0.10
2021-12-14,"0-4yrs",0.00,0.00,0.00
2021-12-14,"5-11yrs",0.00,0.00,0.00
2021-12-14,"12-17yrs",0.00,0.00,0.00
2021-12-14,"18-39yrs",0.00,0.00,0.09
2021-12-14,"40-59yrs",0.00,0.00,0.14
2021-12-14,"60+",0.15,0.07,0.95
2021-12-14,"ALL",0.10,0.02,0.09
2021-12-15,"0-4yrs",0.00,0.00,0.00
2021-12-15,"5-11yrs",0.00,0.00,0.00
2021-12-15,"12-17yrs",0.00,0.00,0.00
2021-12-15,"18-39yrs",0.00,0.00,0.09
2021-12-15,"40-59yrs",0.00,0.00,0.11
2021-12-15,"60+",0.19,0.07,1.05
2021-12-15,"ALL",0.12,0.02,0.09
2021-12-16,"0-4yrs",0.00,0.00,0.00
2021-12-16,"5-11yrs",0.00,0.00,0.00
2021-12-16,"12-17yrs",0.00,0.00,0.00
2021-12-16,"18-39yrs",0.00,0.00,0.09
2021-12-16,"40-59yrs",0.00,0.00,0.14
2021-12-16,"60+",0.10,0.06,1.32
2021-12-16,"ALL",0.07,0.02,0.11
2021-12-17,"0-4yrs",0.00,0.00,0.00
2021-12-17,"5-11yrs",0.00,0.00,0.00
2021-12-17,"12-17yrs",0.00,0.00,0.00
2021-12-17,"18-39yrs",0.00,0.00,0.09
2021-12-17,"40-59yrs",0.00,0.00,0.14
2021-12-17,"60+",0.13,0.05,1.32
2021-12-17,"ALL",0.09,0.02,0.11
2021-12-18,"0-4yrs",0.00,0.00,0.00
2021-12-18,"5-11yrs",0.00,0.00,0.00
2021-12-18,"12-17yrs",0.00,0.00,0.00
2021-12-18,"18-39yrs",0.00,0.00,0.02
2021-12-18,"40-59yrs",0.00,0.00,0.14
2021-12-18,"60+",0.13,0.05,1.33
2021-12-18,"ALL",0.09,0.02,0.09
2021-12-19,"0-4yrs",0.00,0.00,0.00
2021-12-19,"5-11yrs",0.00,0.00,0.00
2021-12-19,"12-17yrs",0.00,0.00,0.00
2021-12-19,"18-39yrs",0.00,0.00,0.02
2021-12-19,"40-59yrs",0.00,0.01,0.14
2021-12-19,"60+",0.09,0.06,1.60
2021-12-19,"ALL",0.06,0.02,0.10
2021-12-20,"0-4yrs",0.00,0.00,0.00
2021-12-20,"5-11yrs",0.00,0.00,0.00
2021-12-20,"12-17yrs",0.00,0.00,0.00
2021-12-20,"18-39yrs",0.00,0.00,0.00
2021-12-20,"40-59yrs",0.00,0.01,0.14
2021-12-20,"60+",0.12,0.06,1.79
2021-12-20,"ALL",0.08,0.02,0.11
2021-12-21,"0-4yrs",0.00,0.00,0.00
2021-12-21,"5-11yrs",0.00,0.00,0.00
2021-12-21,"12-17yrs",0.00,0.00,0.00
2021-12-21,"18-39yrs",0.00,0.00,0.00
2021-12-21,"40-59yrs",0.00,0.01,0.12
2021-12-21,"60+",0.11,0.05,1.88
2021-12-21,"ALL",0.07,0.02,0.11
2021-12-22,"0-4yrs",0.00,0.00,0.00
2021-12-22,"5-11yrs",0.00,0.00,0.00
2021-12-22,"12-17yrs",0.00,0.00,0.00
2021-12-22,"18-39yrs",0.00,0.00,0.00
2021-12-22,"40-59yrs",0.00,0.00,0.14
2021-12-22,"60+",0.10,0.06,1.80
2021-12-22,"ALL",0.07,0.02,0.11
2021-12-23,"0-4yrs",0.00,0.00,0.00
2021-12-23,"5-11yrs",0.00,0.00,0.00
2021-12-23,"12-17yrs",0.00,0.00,0.00
2021-12-23,"18-39yrs",0.00,0.00,0.00
2021-12-23,"40-59yrs",0.00,0.00,0.06
